3.300000000000000000e+01,5.033402038879960516e-01,7.926376108116687247e-01,5.364652609962925478e-01,7.172562047987742773e-01
3.400000000000000000e+01,5.144266079519970170e-01,7.943678904610893543e-01,5.429195171235063899e-01,7.058529675992027963e-01
3.500000000000000000e+01,5.221989621013023442e-01,7.634939372278063408e-01,5.450648585651332034e-01,7.060902232706143256e-01
3.600000000000000000e+01,5.302787518180481774e-01,7.569230276010379121e-01,5.518875792672237601e-01,6.914853333859866114e-01
3.700000000000000000e+01,5.362715421151701412e-01,7.433383013402607986e-01,5.615030635248731139e-01,6.946873785668877810e-01
3.800000000000000000e+01,5.475067162279759758e-01,7.261310943890142422e-01,5.654311687089856875e-01,6.694948216817426800e-01
3.900000000000000000e+01,5.543187058905677533e-01,7.018235723090764377e-01,5.772411857483891184e-01,6.375799201715103282e-01
4.000000000000000000e+01,5.593882500286941895e-01,7.004647638198174819e-01,5.780444909589474989e-01,6.399109579819259874e-01
4.100000000000000000e+01,5.663053549790799668e-01,6.807673348206878527e-01,5.891806667735574043e-01,6.175860588260810857e-01
4.200000000000000000e+01,5.777546851477513012e-01,6.500105164956192505e-01,5.944113107660188300e-01,5.955889237358436006e-01
4.300000000000000000e+01,5.821668571356182209e-01,6.557110867627193862e-01,5.998294610861986120e-01,5.845692877354879968e-01
4.400000000000000000e+01,5.928071068682356781e-01,6.369396353660347065e-01,6.081060187873760237e-01,5.653073845309811718e-01
4.500000000000000000e+01,5.964750968719261248e-01,6.206166110754890441e-01,6.068685459046446740e-01,5.731278472406661217e-01
4.600000000000000000e+01,5.999734487886251300e-01,6.105709382383707196e-01,6.127248673846682481e-01,5.543035118279158180e-01
4.700000000000000000e+01,6.079670770254868017e-01,5.952506747478523152e-01,6.233181049208099678e-01,5.071253104863887584e-01
4.800000000000000000e+01,6.142842814226554538e-01,5.859200398780058938e-01,6.277032973335150423e-01,5.262412419607214176e-01
4.900000000000000000e+01,6.191201202541360971e-01,5.521386768601797002e-01,6.292556296786638859e-01,5.101399389012820640e-01
5.000000000000000000e+01,6.224976705835145729e-01,5.447522690014761082e-01,6.365433732954086654e-01,4.690998097949222179e-01
5.100000000000000000e+01,6.294083777770741461e-01,5.066162741410158432e-01,6.442983222299895063e-01,4.303344747060586228e-01
5.200000000000000000e+01,6.345086683430812835e-01,5.006063403421211477e-01,6.464540186985221482e-01,4.161014371391988376e-01
5.300000000000000000e+01,6.395015105343705430e-01,4.898204218564526924e-01,6.490541655498266449e-01,4.196581559418689489e-01
5.400000000000000000e+01,6.436279164318167156e-01,4.683749407217184801e-01,6.528150108854537947e-01,3.982488678779662616e-01
5.500000000000000000e+01,6.496808166063711143e-01,4.378420950194744643e-01,6.548489089211473324e-01,3.931577890599720071e-01
5.600000000000000000e+01,6.517429356053541234e-01,4.389145507477457131e-01,6.574069292065490844e-01,3.826692954990557061e-01
5.700000000000000000e+01,6.572107311982532396e-01,4.206956257638962970e-01,6.623852889911686637e-01,3.542477985487012537e-01
5.800000000000000000e+01,6.593440000672209367e-01,4.098478117814512989e-01,6.658943720169488989e-01,3.316309533802014320e-01
5.900000000000000000e+01,6.612487500196050361e-01,3.902208313099763681e-01,6.658865154586476320e-01,3.416113065825962525e-01
6.000000000000000000e+01,6.660752456384148035e-01,3.693645096300250952e-01,6.724177565480844443e-01,2.980045285967685698e-01
6.100000000000000000e+01,6.720510409517124195e-01,3.383504066712285652e-01,6.709934410618326739e-01,3.151044736089608778e-01
6.200000000000000000e+01,6.720669835453182417e-01,3.388149136578180731e-01,6.751091207100752278e-01,2.842964406789383336e-01
6.300000000000000000e+01,6.790726134531930303e-01,2.919746828747259992e-01,6.775784715599145747e-01,2.679635480520574098e-01
6.400000000000000000e+01,6.799200856003460025e-01,2.917817492033806803e-01,6.805322999902601033e-01,2.486726802755783450e-01
6.500000000000000000e+01,6.814616435251384940e-01,2.735162525648779375e-01,6.802483862720120067e-01,2.514847763442842887e-01
6.600000000000000000e+01,6.878219871022979159e-01,2.376775623430118223e-01,6.823778019750336155e-01,2.340864734853184415e-01
6.700000000000000000e+01,6.902191889962007165e-01,2.206961180763425401e-01,6.841642066371996789e-01,2.261070808992081960e-01
6.800000000000000000e+01,6.922609048085137662e-01,2.083399257482058398e-01,6.902177550889407875e-01,1.778287240851794404e-01
6.900000000000000000e+01,6.958347037600147722e-01,1.837473831510884337e-01,6.899673148601244144e-01,1.812809898439229905e-01
7.000000000000000000e+01,6.960333931639788307e-01,1.746634745797967514e-01,6.936181591589529738e-01,1.520397659345004704e-01
7.100000000000000000e+01,6.992645553171177308e-01,1.550538326941801326e-01,6.941512098187476720e-01,1.432486993052779489e-01
7.200000000000000000e+01,7.018483916436092374e-01,1.382511075588779004e-01,6.978570488343501799e-01,1.135149293716678914e-01
7.300000000000000000e+01,6.985329413927013897e-01,1.566578233624370542e-01,6.995767792801586005e-01,9.959902310435649053e-02
7.400000000000000000e+01,7.075273486043532900e-01,8.082003852090807738e-02,7.010830476118952159e-01,8.470780045442213857e-02
7.500000000000000000e+01,7.058376428999388885e-01,8.879902180897769615e-02,7.002735516620601786e-01,8.895379737088374150e-02
7.600000000000000000e+01,7.106701133543459337e-01,6.277523122552812473e-02,7.049754211750293154e-01,5.333096380844942752e-02
7.700000000000000000e+01,7.122134121833783027e-01,5.010604876688518755e-02,7.039808614796101427e-01,6.300280450020413758e-02
7.800000000000000000e+01,7.112235289317957454e-01,4.765943281548214866e-02,7.055796350118334059e-01,3.520453050126826772e-02
7.900000000000000000e+01,7.163410451589691252e-01,-7.897530331744754542e-04,7.062839761946173578e-01,2.663030280724369356e-02
8.000000000000000000e+01,7.150649682356902126e-01,1.340671169517036049e-02,7.083617522443012016e-01,1.244088653386143072e-02
8.100000000000000000e+01,7.186832479757195857e-01,-1.253751926484886550e-02,7.086411450055754013e-01,5.806907321956255967e-03
8.200000000000000000e+01,7.163066549843242203e-01,-1.844519933000863740e-02,7.107068211017563142e-01,-2.463506094458810247e-02
8.300000000000000000e+01,7.179678010640982988e-01,-2.271089564653389764e-02,7.136001163510330425e-01,-4.297582349532418078e-02
8.400000000000000000e+01,7.212770999533477667e-01,-5.542221056998992978e-02,7.118943436396405477e-01,-4.513398387951085555e-02
8.500000000000000000e+01,7.216827273594569325e-01,-7.675462553473944016e-02,7.156512423134083756e-01,-6.399346871030486827e-02
8.600000000000000000e+01,7.218461037733283625e-01,-6.960594282188274640e-02,7.146599172139593836e-01,-6.134344386368668217e-02
8.700000000000000000e+01,7.232288002115984105e-01,-9.424870029396717475e-02,7.176518116864469832e-01,-1.159794352619118035e-01
8.800000000000000000e+01,7.256068813194785916e-01,-1.039790424364551297e-01,7.159687977667120728e-01,-7.699668161562886470e-02
8.900000000000000000e+01,7.268935195373180669e-01,-9.016031526750196978e-02,7.182344451747554315e-01,-1.114081053259936005e-01
9.000000000000000000e+01,7.224212839555488319e-01,-8.730986340891358499e-02,7.158691254815503502e-01,-8.831978543656858471e-02
9.100000000000000000e+01,7.275138915978014431e-01,-1.449392973678184926e-01,7.170096418167878349e-01,-8.918582462736401872e-02
9.200000000000000000e+01,7.263347012780644318e-01,-1.128745473460350673e-01,7.189665263910817172e-01,-9.425658764365772713e-02
9.300000000000000000e+01,7.290597997914906037e-01,-1.470136165256008542e-01,7.189496698597395152e-01,-1.305433024413120979e-01
9.400000000000000000e+01,7.295490951927470213e-01,-1.460802469033838091e-01,7.193513463974804401e-01,-1.593713607688808098e-01
9.500000000000000000e+01,7.283762064096145350e-01,-1.434789318971939620e-01,7.201720104808718714e-01,-1.233127456422437734e-01
9.600000000000000000e+01,7.317933793018964739e-01,-1.884423710236521610e-01,7.185301892725922679e-01,-1.131308096330249785e-01
9.700000000000000000e+01,7.306565948496006602e-01,-1.713654502027416315e-01,7.195862329471754970e-01,-1.659957865407751254e-01
9.800000000000000000e+01,7.310446150163004697e-01,-1.656235274753337372e-01,7.209565513277504945e-01,-1.665157687603013859e-01
9.900000000000000000e+01,7.317467617944433123e-01,-2.023824715916993644e-01,7.220782461559103194e-01,-1.753843331637588709e-01
1.000000000000000000e+02,7.321700561608601721e-01,-2.259548507846678156e-01,7.230275808556120287e-01,-1.684359851167533950e-01
